title,category,authors,year,venue,ee,url
Automated Exploitable Heap Layout Generation for Heap Overflows Through Manipulation Distance-Guided Fuzzing.,ROBOT;PRIVACY_AND_SECURITY,Bin Zhang; Jiongyi Chen; Runhao Li; Chao Feng 0002; Ruilin Li 0002; Chaojing Tang,2023,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity23/presentation/zhang-bin,https://dblp.org/db/conf/uss/uss2023.html#ZhangCLFLT23
Automated Side Channel Analysis of Media Software with Manifold Learning.,ROBOT;PRIVACY_AND_SECURITY,Yuanyuan Yuan; Qi Pang; Shuai Wang 0011,2022,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity22/presentation/yuan-yuanyuan,https://dblp.org/db/conf/uss/uss2022.html#YuanP022
Credit Karma: Understanding Security Implications of Exposed Cloud Services through Automated Capability Inference.,ROBOT;PRIVACY_AND_SECURITY,Xueqiang Wang; Yuqiong Sun; Susanta Nanda; XiaoFeng Wang 0001,2023,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity23/presentation/wang-xueqiang-karma,https://dblp.org/db/conf/uss/uss2023.html#WangSN023
Automated Security Analysis of Exposure Notification Systems.,ROBOT;PRIVACY_AND_SECURITY,Kevin Morio; Ilkan Esiyok; Dennis Jackson; Robert K,2023,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity23/presentation/morio,https://dblp.org/db/conf/uss/uss2023.html#MorioEJK23
Drift with Devil: Security of Multi-Sensor Fusion based Localization in High-Level Autonomous Driving under GPS Spoofing.,ROBOT;OTHER_SENSORS;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Junjie Shen 0001; Jun Yeon Won; Zeyuan Chen; Qi Alfred Chen,2020,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity20/presentation/shen,https://dblp.org/db/conf/uss/uss2020.html#0001WCC20
Security Analysis of Camera-LiDAR Fusion Against Black-Box Attacks on Autonomous Vehicles.,ROBOT;ROBOT;VISUAL;VISUAL;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,R. Spencer Hallyburton; Yupei Liu; Yulong Cao; Z. Morley Mao; Miroslav Pajic,2022,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity22/presentation/hallyburton,https://dblp.org/db/conf/uss/uss2022.html#HallyburtonLCMP22
You Can't See Me: Physical Removal Attacks on LiDAR-based Autonomous Vehicles Driving Frameworks.,ROBOT;ROBOT;VISUAL;PRIVACY_AND_SECURITY,Yulong Cao; S. Hrushikesh Bhupathiraju; Pirouz Naghavi; Takeshi Sugawara 0001; Z. Morley Mao; Sara Rampazzi,2023,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity23/presentation/cao,https://dblp.org/db/conf/uss/uss2023.html#CaoBN0MR23
Understand Users' Privacy Perception and Decision of V2X Communication in Connected Autonomous Vehicles.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Zekun Cai; Aiping Xiong,2023,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity23/presentation/cai-zekun,https://dblp.org/db/conf/uss/uss2023.html#CaiX23
That Person Moves Like A Car: Misclassification Attack Detection for Autonomous Systems Using Spatiotemporal Consistency.,ROBOT;PRIVACY_AND_SECURITY,Yanmao Man; Raymond Muller; Ming Li 0003; Z. Berkay Celik; Ryan M. Gerdes,2023,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity23/presentation/man,https://dblp.org/db/conf/uss/uss2023.html#ManM0CG23
AutoDA: Automated Decision-based Iterative Adversarial Attacks.,ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Qi-An Fu; Yinpeng Dong; Hang Su 0006; Jun Zhu 0001; Chao Zhang 0008,2022,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity22/presentation/fu-qi,https://dblp.org/db/conf/uss/uss2022.html#FuD00022
Discovering Adversarial Driving Maneuvers against Autonomous Vehicles.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Ruoyu Song; Muslum Ozgur Ozmen; Hyungsub Kim; Raymond Muller; Z. Berkay Celik; Antonio Bianchi,2023,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity23/presentation/song,https://dblp.org/db/conf/uss/uss2023.html#SongOKMCB23
Automated Analysis of Protocols that use Authenticated Encryption: How Subtle AEAD Differences can impact Protocol Security.,ROBOT;PRIVACY_AND_SECURITY,Cas Cremers; Alexander Dax; Charlie Jacomme; Mang Zhao,2023,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity23/presentation/cremers-protocols,https://dblp.org/db/conf/uss/uss2023.html#CremersDJZ23
Stealthy Tracking of Autonomous Vehicles with Cache Side Channels.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Mulong Luo; Andrew C. Myers; G. Edward Suh,2020,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity20/presentation/luo,https://dblp.org/db/conf/uss/uss2020.html#LuoMS20
Medusa: Microarchitectural Data Leakage via Automated Attack Synthesis.,ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Daniel Moghimi; Moritz Lipp; Berk Sunar; Michael Schwarz 0001,2020,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity20/presentation/moghimi-medusa,https://dblp.org/db/conf/uss/uss2020.html#MoghimiLS020
Towards a High Fidelity Training Environment for Autonomous Cyber Defense Agents.,ROBOT;PRIVACY_AND_SECURITY,Sean Oesch; Amul Chaulagain; Brian Weber; Matthew Dixson; Amir Sadovnik; Benjamin Roberson; Cory L. Watson; Phillipe Austria,2024,USENIX Security Symposium,https://doi.org/10.1145/3675741.3675752,https://dblp.org/db/conf/uss/cset2024.html#OeschCWDSRWA24
Is It a Trap? A Large-scale Empirical Study And Comprehensive Assessment of Online Automated Privacy Policy Generators for Mobile Apps.,ROBOT;PRIVACY_AND_SECURITY,Shidong Pan; Dawen Zhang; Mark Staples; Zhenchang Xing; Jieshan Chen; Xiwei Xu 0001; Thong Hoang,2024,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity24/presentation/pan-shidong-trap,https://dblp.org/db/conf/uss/uss2024.html#PanZSXC0H24
Dirty Road Can Attack: Security of Deep Learning based Automated Lane Centering under Physical-World Attack.,ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Takami Sato; Junjie Shen 0001; Ningfei Wang; Yunhan Jia; Xue Lin 0001; Qi Alfred Chen,2021,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity21/presentation/sato,https://dblp.org/db/conf/uss/uss2021.html#Sato0WJLC21
DoubleStar: Long-Range Attack Towards Depth Estimation based Obstacle Avoidance in Autonomous Systems.,ROBOT;VISUAL;PRIVACY_AND_SECURITY,Ce Zhou; Qiben Yan; Yan Shi; Lichao Sun 0001,2022,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity22/presentation/zhou-ce,https://dblp.org/db/conf/uss/uss2022.html#ZhouYSS22
Towards Robust LiDAR-based Perception in Autonomous Driving: General Black-box Adversarial Sensor Attack and Countermeasures.,ROBOT;VISUAL;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Jiachen Sun; Yulong Cao; Qi Alfred Chen; Z. Morley Mao,2020,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity20/presentation/sun,https://dblp.org/db/conf/uss/uss2020.html#SunCCM20
PoliGraph: Automated Privacy Policy Analysis using Knowledge Graphs.,ROBOT;PRIVACY_AND_SECURITY,Hao Cui; Rahmadi Trimananda; Athina Markopoulou; Scott Jordan 0001,2023,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity23/presentation/cui,https://dblp.org/db/conf/uss/uss2023.html#CuiTMJ23
Osiris: Automated Discovery of Microarchitectural Side Channels.,ROBOT;PRIVACY_AND_SECURITY,Daniel Weber 0007; Ahmad Ibrahim 0002; Hamed Nemati; Michael Schwarz 0001; Christian Rossow,2021,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity21/presentation/weber,https://dblp.org/db/conf/uss/uss2021.html#Weber0NSR21
Hash Gone Bad: Automated discovery of protocol attacks that exploit hash function weaknesses.,ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Vincent Cheval; Cas Cremers; Alexander Dax; Lucca Hirschi; Charlie Jacomme; Steve Kremer,2023,USENIX Security Symposium,https://www.usenix.org/conference/usenixsecurity23/presentation/cheval,https://dblp.org/db/conf/uss/uss2023.html#ChevalCDHJK23
Privacy Communication Patterns for Domestic Robots.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Maximiliane Windl; Jan Leusmann; Albrecht Schmidt 0001; Sebastian S. Feger; Sven Mayer,2024,USENIX Security Symposium,https://www.usenix.org/conference/soups2024/presentation/windl,https://dblp.org/db/conf/soups/soups2024.html#WindlL0FM24
Towards Automated Detection of Single-Trace Side-Channel Vulnerabilities in Constant-Time Cryptographic Code.,ROBOT;PRIVACY_AND_SECURITY,Ferhat Erata; Ruzica Piskac; V; Jakub Szefer,2023,EuroS&P,https://doi.org/10.1109/EuroSP57164.2023.00047,https://dblp.org/db/conf/eurosp/eurosp2023.html#ErataPMS23
A Game Of Drones: Extending the Dolev-Yao Attacker Model With Movement.,ROBOT;PRIVACY_AND_SECURITY,Andrew Cook; Luca Vigan,2020,EuroS&P,https://doi.org/10.1109/EuroSPW51379.2020.00044,https://dblp.org/db/conf/eurosp/eurosp2020w.html#Cook020
Navigating Privacy Patterns in the Era of Robotaxis.,ROBOT;PRIVACY_AND_SECURITY,Ala'a Al-Momani; David M. Balenson; Zolt; Sebastian Pape 0001; Jonathan Petit; Christoph B,2024,EuroS&P,https://doi.org/10.1109/EuroSPW61312.2024.00011,https://dblp.org/db/conf/eurosp/eurosp2024w.html#AlMomaniBMPPB24
"Simulating the Effects of Social Presence on Trust, Privacy Concerns & Usage Intentions in Automated Bots for Finance.",ROBOT;PRIVACY_AND_SECURITY,Magdalene Ng; Kovila P. L. Coopamootoo; Ehsan Toreini; Mhairi Aitken; Karen Elliott; Aad van Moorsel,2020,EuroS&P,https://doi.org/10.1109/EuroSPW51379.2020.00034,https://dblp.org/db/conf/eurosp/eurosp2020w.html#NgCTAEM20
Work-in-Progress: Crash Course: Can (Under Attack) Autonomous Driving Beat Human Drivers?,ROBOT;PRIVACY_AND_SECURITY,Francesco Marchiori; Alessandro Brighente; Mauro Conti,2024,EuroS&P,https://doi.org/10.1109/EuroSPW61312.2024.00047,https://dblp.org/db/conf/eurosp/eurosp2024w.html#MarchioriBC24
Automated Penetration Testing Using Deep Reinforcement Learning.,ROBOT;PRIVACY_AND_SECURITY,Zhenguo Hu; Razvan Beuran; Yasuo Tan,2020,EuroS&P,https://doi.org/10.1109/EuroSPW51379.2020.00010,https://dblp.org/db/conf/eurosp/eurosp2020w.html#HuBT20
SoK: Rethinking Sensor Spoofing Attacks against Robotic Vehicles from a Systematic View.,ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Yuan Xu; Xingshuo Han; Gelei Deng; Jiwei Li 0001; Yang Liu 0003; Tianwei Zhang 0004,2023,EuroS&P,https://doi.org/10.1109/EuroSP57164.2023.00067,https://dblp.org/db/conf/eurosp/eurosp2023.html#XuHDLLZ23
"Secure, Robust, and Energy-Efficient Authenticated Data Sharing in Drone to Vehicles Communications.",ROBOT;PRIVACY_AND_SECURITY,Atefeh Mohseni-Ejiyeh,2024,EuroS&P,https://doi.org/10.1109/EuroSPW61312.2024.00049,https://dblp.org/db/conf/eurosp/eurosp2024w.html#MohseniEjiyeh24
Using Cyber Digital Twins for Automated Automotive Cybersecurity Testing.,ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Stefan Marksteiner; Slava Bronfman; Markus Wolf 0003; Eddie Lazebnik,2021,EuroS&P,https://doi.org/10.1109/EuroSPW54576.2021.00020,https://dblp.org/db/conf/eurosp/eurosp2021w.html#MarksteinerBWL21
DeGhost: Unmasking Phantom Intrusions in Autonomous Recognition Systems.,ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Hotaka Oyama; Ryo Iijima; Tatsuya Mori,2024,EuroS&P,https://doi.org/10.1109/EuroSP60621.2024.00013,https://dblp.org/db/conf/eurosp/eurosp2024.html#OyamaIM24
Cybersecurity Test Range for Autonomous Vehicle Shuttles.,ROBOT;ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Andrew Roberts; Olaf Maennel; Nikita Snetkov,2021,EuroS&P,https://doi.org/10.1109/EuroSPW54576.2021.00031,https://dblp.org/db/conf/eurosp/eurosp2021w.html#RobertsMS21
Particle Swarm Optimizer-based Attack Strategy with Swarm Robots.,ROBOT;PRIVACY_AND_SECURITY,Huan Liu; Junqi Zhang; MengChu Zhou,2022,IROS,https://doi.org/10.1109/IROS47612.2022.9981215,https://dblp.org/db/conf/iros/iros2022.html#LiuZZ22
Quantifying Safety of Learning-based Self-Driving Control Using Almost-Barrier Functions.,ROBOT;PRIVACY_AND_SECURITY,Zhizhen Qin; Tsui-Wei Weng; Sicun Gao,2022,IROS,https://doi.org/10.1109/IROS47612.2022.9982058,https://dblp.org/db/conf/iros/iros2022.html#QinWG22
Sensor-agnostic Visuo-Tactile Robot Calibration Exploiting Assembly-Precision Model Geometries.,ROBOT;PRIVACY_AND_SECURITY,Manuel Gomes; Michael G; Miguel Armando Riem de Oliveira; Jianwei Zhang 0001,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10801647,https://dblp.org/db/conf/iros/iros2024.html#GomesGO024
ReachFlow: An Online Safety Assurance Framework for Waypoint-Following of Self-driving Cars.,ROBOT;PRIVACY_AND_SECURITY,Qin Lin 0001; Xin Chen 0002; Aman Khurana; John M. Dolan,2020,IROS,https://doi.org/10.1109/IROS45743.2020.9341122,https://dblp.org/db/conf/iros/iros2020.html#LinCKD20
RoboCop: A Robust Zero-Day Cyber-Physical Attack Detection Framework for Robots.,ROBOT;PRIVACY_AND_SECURITY,Upinder Kaur; Z. Berkay Celik; Richard M. Voyles,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10802522,https://dblp.org/db/conf/iros/iros2024.html#KaurCV24a
On compliance and safety with torque-control for robots with high reduction gears and no joint-torque feedback.,ROBOT;PRIVACY_AND_SECURITY,Mehdi Benallegue; Rafael Cisneros 0001; Abdelaziz Benallegue; Arnaud Tanguy; Adrien Escande; Mitsuharu Morisawa; Fumio Kanehiro,2021,IROS,https://doi.org/10.1109/IROS51168.2021.9636081,https://dblp.org/db/conf/iros/iros2021.html#Benallegue0BTEM21
Online Efficient Safety-Critical Control for Mobile Robots in Unknown Dynamic Multi-Obstacle Environments.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Yu Zhang 0182; Guangyao Tian; Long Wen 0003; Xiangtong Yao; Liding Zhang; Zhenshan Bing; Wei He 0001; Alois Knoll,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10802727,https://dblp.org/db/conf/iros/iros2024.html#ZhangTWYZBHK24
A Safety Filter for Realizing Safe Robot Navigation in Crowds.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Kaijun Feng; Zetao Lu; Jun Xu; Haoyao Chen; Yunjiang Lou,2023,IROS,https://doi.org/10.1109/IROS55552.2023.10342054,https://dblp.org/db/conf/iros/iros2023.html#FengLXCL23
Laminar Jamming Flexure Joints for the Development of Variable Stiffness Robot Grippers and Hands.,ROBOT;PRIVACY_AND_SECURITY,Lucas Gerez; Geng Gao; Minas V. Liarokapis,2020,IROS,https://doi.org/10.1109/IROS45743.2020.9340752,https://dblp.org/db/conf/iros/iros2020.html#GerezGL20
Model Identification of a Soft Robotic Neck.,ROBOT;PRIVACY_AND_SECURITY,Fernando Quevedo; Jorge Mu; Juan Alejandro Castano; Concepci; Carlos Balaguer,2020,IROS,https://doi.org/10.1109/IROS45743.2020.9341779,https://dblp.org/db/conf/iros/iros2020.html#QuevedoYCMB20
Multi-DoF Soft Robotic Actuators Based on Spring Reinforce and Particle Jamming.,ROBOT;PRIVACY_AND_SECURITY,Weiwang Fan; He Xu; Haihang Wang; Siqing Chen; Qiandiao Wei; Chaochao You,2022,IROS,https://doi.org/10.1109/IROS47612.2022.9981444,https://dblp.org/db/conf/iros/iros2022.html#FanXWCWY22
Ensuring Safety in LLM-Driven Robotics: A Cross-Layer Sequence Supervision Mechanism.,ROBOT;ROBOT;VISUAL;PRIVACY_AND_SECURITY,Ziming Wang; Qingchen Liu; Jiahu Qin; Man Li 0002,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10801576,https://dblp.org/db/conf/iros/iros2024.html#WangLQ024
Adversarial Attack on Trajectory Prediction for Autonomous Vehicles with Generative Adversarial Networks.,ROBOT;ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Jiping Fan; Zhenpo Wang; Guoqiang Li,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10802234,https://dblp.org/db/conf/iros/iros2024.html#FanWL24
Exploiting the Morphology of a Shape Memory Spring as the Active Backbone of a Highly Dexterous Tendril Robot (ATBR).,ROBOT;PRIVACY_AND_SECURITY,Kayode Sonaike; S. M. Hadi Sadati; Christos Bergeles; Ian D. Walker,2020,IROS,https://doi.org/10.1109/IROS45743.2020.9341692,https://dblp.org/db/conf/iros/iros2020.html#SonaikeSBW20
Collision Isolation and Identification Using Proprioceptive Sensing for Parallel Robots to Enable Human-Robot Collaboration.,ROBOT;PRIVACY_AND_SECURITY,Aran Mohammad; Moritz Schappler; Tobias Ortmaier,2023,IROS,https://doi.org/10.1109/IROS55552.2023.10342345,https://dblp.org/db/conf/iros/iros2023.html#MohammadSO23
WasteGAN: Data Augmentation for Robotic Waste Sorting through Generative Adversarial Networks.,ROBOT;PRIVACY_AND_SECURITY,Alberto Bacchin; Leonardo Barcellona; Matteo Terreran; Stefano Ghidoni; Emanuele Menegatti; Takuya Kiyokawa,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10802403,https://dblp.org/db/conf/iros/iros2024.html#BacchinBTGMK24
Repairing Neural Networks for Safety in Robotic Systems using Predictive Models.,ROBOT;PRIVACY_AND_SECURITY,Keyvan Majd; Geoffrey Clark; Georgios Fainekos; Heni Ben Amor,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10802650,https://dblp.org/db/conf/iros/iros2024.html#MajdCFA24
A Data-Informed Analysis of Scalable Supervision for Safety in Autonomous Vehicle Fleets.,ROBOT;ROBOT;VISUAL;PRIVACY_AND_SECURITY,Cameron Hickert; Zhongxia Yan 0001; Cathy Wu 0002,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10801392,https://dblp.org/db/conf/iros/iros2024.html#Hickert0024
SSAP: A Shape-Sensitive Adversarial Patch for Comprehensive Disruption of Monocular Depth Estimation in Autonomous Navigation Applications.,ROBOT;VISUAL;PRIVACY_AND_SECURITY,Amira Guesmi; Muhammad Abdullah Hanif; Ihsen Alouani; Bassem Ouni; Muhammad Shafique 0001,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10802252,https://dblp.org/db/conf/iros/iros2024.html#GuesmiHAO024
Learning Sampling Distribution and Safety Filter for Autonomous Driving with VQ-VAE and Differentiable Optimization.,ROBOT;PRIVACY_AND_SECURITY,Simon Idoko; Basant Sharma; Arun Kumar Singh 0001,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10801610,https://dblp.org/db/conf/iros/iros2024.html#IdokoSS24
A Bio-inspired Quadruped Robot Exploiting Flexible Shoulder for Stable and Efficient Walking.,ROBOT;PRIVACY_AND_SECURITY,Akira Fukuhara; Megu Gunji; Yoichi Masuda; Kenjiro Tadakuma; Akio Ishiguro,2020,IROS,https://doi.org/10.1109/IROS45743.2020.9341444,https://dblp.org/db/conf/iros/iros2020.html#FukuharaGMTI20
Feasibility of Remote Landmark Identification for Cricothyrotomy Using Robotic Palpation.,ROBOT;PRIVACY_AND_SECURITY,Neel Shihora; Rashid Yasin; Ryan Walsh; Nabil Simaan,2021,IROS,https://doi.org/10.1109/IROS51168.2021.9636481,https://dblp.org/db/conf/iros/iros2021.html#ShihoraYWS21
Safety-based Dynamic Task Offloading for Human-Robot Collaboration using Deep Reinforcement Learning.,ROBOT;PRIVACY_AND_SECURITY,Franco Ruggeri; Ahmad Terra; Alberto Hata; Rafia Inam; Iolanda Leite,2022,IROS,https://doi.org/10.1109/IROS47612.2022.9981366,https://dblp.org/db/conf/iros/iros2022.html#RuggeriTHIL22
Cyber-Attacks on Wheeled Mobile Robotic Systems with Visual Servoing Control.,ROBOT;ROBOT;VISUAL;PRIVACY_AND_SECURITY,Aleksandar Jokic; Amir Khazraei; Milica Petrovic; Zivana Jakovljevic; Miroslav Pajic,2023,IROS,https://doi.org/10.1109/IROS55552.2023.10341376,https://dblp.org/db/conf/iros/iros2023.html#JokicKPJP23
Mechanically Programmable Jamming Based on Articulated Mesh Structures for Variable Stiffness Robots.,ROBOT;PRIVACY_AND_SECURITY,Geng Gao; Junbang Liang; Minas V. Liarokapis,2022,IROS,https://doi.org/10.1109/IROS47612.2022.9981272,https://dblp.org/db/conf/iros/iros2022.html#GaoLL22
Robots as AI Double Agents: Privacy in Motion Planning.,ROBOT;PRIVACY_AND_SECURITY,Rahul Shome; Zachary K. Kingston; Lydia E. Kavraki,2023,IROS,https://doi.org/10.1109/IROS55552.2023.10341460,https://dblp.org/db/conf/iros/iros2023.html#ShomeKK23
SMS-MPC: Adversarial Learning-based Simultaneous Prediction Control with Single Model for Mobile Robots.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Andong Yang; Wei Li 0235; Yu Hu 0001,2022,IROS,https://doi.org/10.1109/IROS47612.2022.9981289,https://dblp.org/db/conf/iros/iros2022.html#YangLH22
Autonomous Exploration Using Ground Robots with Safety Guarantees.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,David Smith Sundarsingh; Jay Bhagiya; Jeel Chatrola; Pushpak Jagtap,2023,IROS,https://doi.org/10.1109/IROS55552.2023.10341929,https://dblp.org/db/conf/iros/iros2023.html#SundarsinghBCJ23
"Model-Free, Vision-Based Object Identification and Contact Force Estimation with a Hyper-Adaptive Robotic Gripper.",ROBOT;VISUAL;PRIVACY_AND_SECURITY,Waris Hasan; Lucas Gerez; Minas V. Liarokapis,2020,IROS,https://doi.org/10.1109/IROS45743.2020.9340952,https://dblp.org/db/conf/iros/iros2020.html#HasanGL20
Hierarchical Relaxation of Safety-critical Controllers: Mitigating Contradictory Safety Conditions with Application to Quadruped Robots.,ROBOT;PRIVACY_AND_SECURITY,Jaemin Lee; Jeeseop Kim; Aaron D. Ames,2023,IROS,https://doi.org/10.1109/IROS55552.2023.10342094,https://dblp.org/db/conf/iros/iros2023.html#LeeKA23
Dynamic modelling and visco-elastic parameter identification of a fibre-reinforced soft fluidic elastomer manipulator.,ROBOT;PRIVACY_AND_SECURITY,Azadeh Shariati; Jialei Shi; Sarah K. Spurgeon; Helge A. Wurdemann,2021,IROS,https://doi.org/10.1109/IROS51168.2021.9636785,https://dblp.org/db/conf/iros/iros2021.html#ShariatiSSW21
Privacy-Preserving and Uncertainty-Aware Federated Trajectory Prediction for Connected Autonomous Vehicles.,ROBOT;ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Muzi Peng; Jiangwei Wang; Dongjin Song; Fei Miao; Lili Su,2023,IROS,https://doi.org/10.1109/IROS55552.2023.10341638,https://dblp.org/db/conf/iros/iros2023.html#PengWSMS23
Real-Time NMPC for an Automated Valet Parking with Load-Based Safety Constraints and a Path-Parametric Model.,ROBOT;PRIVACY_AND_SECURITY,Barbara Barros Carlos; Martin Williams; Beno,2023,IROS,https://doi.org/10.1109/IROS55552.2023.10342085,https://dblp.org/db/conf/iros/iros2023.html#CarlosWP23
Safety-critical Autonomous Inspection of Distillation Columns using Quadrupedal Robots Equipped with Roller Arms.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Jaemin Lee; Jeeseop Kim; Aaron D. Ames,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10802679,https://dblp.org/db/conf/iros/iros2024.html#LeeKA24
A Scalable Platform for Robot Learning and Physical Skill Data Collection.,ROBOT;PRIVACY_AND_SECURITY,Samuel Schneider; Yansong Wu; Lars Johannsmeier; Fan Wu 0015; Sami Haddadin,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10801516,https://dblp.org/db/conf/iros/iros2024.html#SchneiderWJWH24
Towards Unsupervised Learning for Instrument Segmentation in Robotic Surgery with Cycle-Consistent Adversarial Networks.,ROBOT;PRIVACY_AND_SECURITY,Daniil Pakhomov; Wei Shen; Nassir Navab,2020,IROS,https://doi.org/10.1109/IROS45743.2020.9340816,https://dblp.org/db/conf/iros/iros2020.html#PakhomovSN20
Model Predictive Control for a Tendon-Driven Surgical Robot with Safety Constraints in Kinematics and Dynamics.,ROBOT;PRIVACY_AND_SECURITY,Francesco Cursi; Valerio Modugno; Petar Kormushev,2020,IROS,https://doi.org/10.1109/IROS45743.2020.9341334,https://dblp.org/db/conf/iros/iros2020.html#CursiMK20
Bifurcation Identification for Ultrasound-driven Robotic Cannulation.,ROBOT;AUDIO;PRIVACY_AND_SECURITY,Cecilia G. Morales; Dhruv Srikanth; Jack H. Good; Keith A. Dufendach; Artur Dubrawski,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10801749,https://dblp.org/db/conf/iros/iros2024.html#MoralesSGDD24
Adversarial Driving Behavior Generation Incorporating Human Risk Cognition for Autonomous Vehicle Evaluation.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Zhen Liu; Hang Gao; Hao Ma; Shuo Cai; Yunfeng Hu; Ting Qu; Hong Chen 0003; Xun Gong 0007,2023,IROS,https://doi.org/10.1109/IROS55552.2023.10341750,https://dblp.org/db/conf/iros/iros2023.html#LiuGMCHQ0G23
A Method to use Nonlinear Dynamics in a Whisker Sensor for Terrain Identification by Mobile Robots.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Zhenhua Yu 0004; S. M. Hadi Sadati; Hasitha Wegiriya; Peter R. N. Childs; Thrishantha Nanayakkara,2021,IROS,https://doi.org/10.1109/IROS51168.2021.9636571,https://dblp.org/db/conf/iros/iros2021.html#YuSWCN21
Towards Continuous Identification of Passive Human Joint Impedance Using Physical Human-Robot Interaction System.,ROBOT;PRIVACY_AND_SECURITY,Bilal Tout; Jason Chevrie; Antoine Dequidt; Laurent Vermeiren,2023,IROS,https://doi.org/10.1109/IROS55552.2023.10341372,https://dblp.org/db/conf/iros/iros2023.html#ToutCDV23
The Pursuit and Evasion of Drones Attacking an Automated Turret.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Daniel Biediger; Luben Popov; Aaron T. Becker,2021,IROS,https://doi.org/10.1109/IROS51168.2021.9636731,https://dblp.org/db/conf/iros/iros2021.html#BiedigerPB21
Towards Safety-Aware Pedestrian Detection in Autonomous Systems.,ROBOT;PRIVACY_AND_SECURITY,Maria Lyssenko; Christoph Gladisch; Christian Heinzemann; Matthias Woehrle; Rudolph Triebel,2022,IROS,https://doi.org/10.1109/IROS47612.2022.9981309,https://dblp.org/db/conf/iros/iros2022.html#LyssenkoGHWT22
BuzzRacer: A Palm-sized Autonomous Vehicle Platform for Testing Multi-Agent Adversarial Decision-Making.,ROBOT;ROBOT;PRIVACY_AND_SECURITY,Zhiyuan Zhang; Panagiotis Tsiotras,2024,IROS,https://doi.org/10.1109/IROS58592.2024.10802853,https://dblp.org/db/conf/iros/iros2024.html#ZhangT24
Resilient Detection and Recovery of Autonomous Systems Operating under On-board Controller Cyber Attacks.,ROBOT;PRIVACY_AND_SECURITY;PRIVACY_AND_SECURITY,Paul J. Bonczek; Nicola Bezzo,2022,IROS,https://doi.org/10.1109/IROS47612.2022.9981844,https://dblp.org/db/conf/iros/iros2022.html#BonczekB22
