title,category,authors,year,venue,ee,url
Privacy Protection Scheme for Data Aggregation in Wireless Sensor Networks Based on PRDA+ Protocol.,ROBOT;PRIVACY,Bohua Guo; Yanwu Zhang,2018,ijoe,https://doi.org/10.3991/ijoe.v14i11.9503,https://dblp.org/db/journals/ijoe/ijoe14.html#GuoZ18
"Never Trust Anything That Can Think for Itself, if You Can't Control Its Privacy Settings: The Influence of a Robot's Privacy Settings on Users' Attitudes and Willingness to Self-disclose.",ROBOT;PRIVACY,Julia G. Stapels; Angelika Penner; Niels Diekmann; Friederike Eyssel,2023,ijsr,https://doi.org/10.1007/s12369-023-01043-8,https://dblp.org/db/journals/ijsr/ijsr15.html#StapelsPDE23
Effects of Privacy Warning on the Intention to Disclose Personal Information During Interaction with a Robot in Public Spaces.,ROBOT;PRIVACY,Azra Aryania; Ruben Huertas-Garcia; Santiago Forgas-Coll; Cecilio Angulo; Guillem Aleny,2025,ijsr,https://doi.org/10.1007/s12369-025-01244-3,https://dblp.org/db/journals/ijsr/ijsr17.html#AryaniaHFAA25
Effects of Social Behaviors of Robots in Privacy-Sensitive Situations.,ROBOT;PRIVACY,Daseul Yang; Yu-Jung Chae; Doogon Kim; Yoonseob Lim; Dong Hwan Kim; ChangHwan Kim 0002; Sung-Kee Park; Changjoo Nam,2022,ijsr,https://doi.org/10.1007/s12369-021-00809-2,https://dblp.org/db/journals/ijsr/ijsr14.html#YangCKLKKPN22
Designing Commercial Therapeutic Robots for Privacy Preserving Systems and Ethical Research Practices Within the Home.,ROBOT;PRIVACY,Elaine Sedenberg; John Chuang; Deirdre K. Mulligan,2016,ijsr,https://doi.org/10.1007/s12369-016-0362-y,https://dblp.org/db/journals/ijsr/ijsr8.html#SedenbergCM16
Is the Robot Spying on me? A Study on Perceived Privacy in Telepresence Scenarios in a Care Setting with Mobile and Humanoid Robots.,ROBOT;PRIVACY,Celia Nieto Agraz; Pascal Hinrichs; Marco Eichelberg; Andreas Hein 0001,2025,ijsr,https://doi.org/10.1007/s12369-024-01153-x,https://dblp.org/db/journals/ijsr/ijsr17.html#AgrazHEH25
RPIDA: Recoverable Privacy-preserving Integrity-assured Data Aggregation Scheme for Wireless Sensor Networks.,ROBOT;PRIVACY,Lijun Yang; Chao Ding; Meng Wu,2015,itiis,https://doi.org/10.3837/tiis.2015.12.025,https://dblp.org/db/journals/itiis/itiis9.html#YangDW15
PAPG: Private Aggregation Scheme based on Privacy-preserving Gene in Wireless Sensor Networks.,ROBOT;PRIVACY,Weini Zeng; Peng Chen; Hairong Chen; Shiming He,2016,itiis,https://doi.org/10.3837/tiis.2016.09.023,https://dblp.org/db/journals/itiis/itiis10.html#ZengCCH16
A New Scheme for Source-location Privacy in Wireless Sensor Networks.,ROBOT;PRIVACY,Shaoquan Jiang; Min Li; Zailiang Tang,2018,ijnsec,http://ijns.jalaxy.com.tw/contents/ijns-v20-n5/ijns-2018-v20-n5-p879-889.pdf,https://dblp.org/db/journals/ijnsec/ijnsec20.html#JiangLT18
Performance Analysis of Steiner Tree-based Decentralization Mechanism (STDM) for Privacy Protection in Wireless Sensor Networks.,ROBOT;PRIVACY,B. Sathish Babu; Jayashree N.; Pallapa Venkataram,2013,ijnsec,http://ijns.jalaxy.com.tw/contents/ijns-v15-n5/ijns-2013-v15-n5-p331-340.pdf,https://dblp.org/db/journals/ijnsec/ijnsec15.html#BabuNV13
"Privacy, Security, and Reliability for Urban Ambient Sensing with Sensor-Rich Autonomous Vehicles.",ROBOT;PRIVACY,Shunsuke Aoki 0001,2024,iotm,https://doi.org/10.1109/IOTM.001.2200225,https://dblp.org/db/journals/iotm/iotm7.html#Aoki24
A privacy-preserving sensory data sharing scheme in Internet of Vehicles.,ROBOT;PRIVACY,Qinglei Kong; Rongxing Lu; Maode Ma; Haiyong Bao,2019,fgcs,https://doi.org/10.1016/j.future.2017.12.003,https://dblp.org/db/journals/fgcs/fgcs92.html#KongLMB19
A decision theoretic framework for selecting source location privacy aware routing protocols in wireless sensor networks.,ROBOT;PRIVACY,Chen Gu; Matthew Bradbury; Jack Kirton; Arshad Jhumka,2018,fgcs,https://doi.org/10.1016/j.future.2018.01.046,https://dblp.org/db/journals/fgcs/fgcs87.html#GuBKJ18
Privacy leakage of LoRaWAN smart parking occupancy sensors.,ROBOT;PRIVACY,Lea Dujic Rodic; Toni Perkovic; Maja Skiljo; Petar Solic,2023,fgcs,https://doi.org/10.1016/j.future.2022.08.007,https://dblp.org/db/journals/fgcs/fgcs138.html#RodicPSS23
Privacy-preserving activity recognition using multimodal sensors in smart office.,ROBOT;PRIVACY,Xiangying Zhang; Pai Zheng; Tao Peng 0012; Dai Li; Xujun Zhang; Renzhong Tang,2023,fgcs,https://doi.org/10.1016/j.future.2023.05.023,https://dblp.org/db/journals/fgcs/fgcs148.html#ZhangZPLZT23
Evolving privacy: From sensors to the Internet of Things.,ROBOT;PRIVACY,Javier L; Ruben Rios; Feng Bao 0001; Guilin Wang,2017,fgcs,https://doi.org/10.1016/j.future.2017.04.045,https://dblp.org/db/journals/fgcs/fgcs75.html#LopezRBW17
Privacy aware publishing of successive location information in sensor networks.,ROBOT;PRIVACY,Baokang Zhao; Dan Wang 0002; Zili Shao; Jiannong Cao 0001; Jinshu Su,2012,fgcs,https://doi.org/10.1016/j.future.2011.09.001,https://dblp.org/db/journals/fgcs/fgcs28.html#ZhaoWSCS12
CPSLP: A Cloud-Based Scheme for Protecting Source Location Privacy in Wireless Sensor Networks Using Multi-Sinks.,ROBOT;PRIVACY,Guangjie Han; Xu Miao; Hao Wang 0047; Mohsen Guizani; Wenbo Zhang 0001,2019,tvt,https://doi.org/10.1109/TVT.2019.2891127,https://dblp.org/db/journals/tvt/tvt68.html#HanMWGZ19
CPAS: An Efficient Conditional Privacy-Preserving Authentication Scheme for Vehicular Sensor Networks.,ROBOT;PRIVACY,Kyung-Ah Shim,2012,tvt,https://doi.org/10.1109/TVT.2012.2186992,https://dblp.org/db/journals/tvt/tvt61.html#Shim12
A Multi-Round Game-Based Source Location Privacy Protection Scheme With AUV Enabled in Underwater Acoustic Sensor Networks.,ROBOT;PRIVACY,Hao Wang 0047; Guangjie Han; Weizhe Lai; Yun Hou; Chuan Lin 0001,2023,tvt,https://doi.org/10.1109/TVT.2023.3237653,https://dblp.org/db/journals/tvt/tvt72.html#WangHLHL23
A Multi-Channel Interference Based Source Location Privacy Protection Scheme in Underwater Acoustic Sensor Networks.,ROBOT;PRIVACY,Hao Wang 0047; Guangjie Han; Yun Hou; Mohsen Guizani; Yan Peng 0001,2022,tvt,https://doi.org/10.1109/TVT.2021.3135438,https://dblp.org/db/journals/tvt/tvt71.html#WangHHGP22
A Probabilistic Source Location Privacy Protection Scheme in Wireless Sensor Networks.,ROBOT;PRIVACY,Hao Wang 0047; Guangjie Han; Wenbo Zhang 0001; Mohsen Guizani; Sammy Chan,2019,tvt,https://doi.org/10.1109/TVT.2019.2909505,https://dblp.org/db/journals/tvt/tvt68.html#WangHZGC19
Node Activities Learning(NAL)Approach to Build Secure and Privacy-Preserving Routing in Wireless Sensor Networks.,ROBOT;PRIVACY,Ramesh Rao Karanam,2018,ijcnis,http://www.ijcnis.org/index.php/ijcnis/article/view/3699,https://dblp.org/db/journals/ijcnis/ijcnis10.html#Karanam18
"Our business, not the robot's: family conversations about privacy with social robots in the home.",ROBOT;PRIVACY,Leigh Levinson; Jessica McKinney; Christena Nippert-Eng; Randy Gomez; Selma Sabanovic,2024,firai,https://doi.org/10.3389/frobt.2024.1331347,https://dblp.org/db/journals/firai/firai11.html#LevinsonMNGS24
Do Privacy Concerns About Social Robots Affect Use Intentions? Evidence From an Experimental Vignette Study.,ROBOT;PRIVACY,Christoph Lutz; Aurelia Tam,2021,firai,https://doi.org/10.3389/frobt.2021.627958,https://dblp.org/db/journals/firai/firai8.html#LutzT21
What should a robot disclose about me? A study about privacy-appropriate behaviors for social robots.,ROBOT;PRIVACY,Manuel Dietrich; Matti Kr; Thomas H. Weisswange,2023,firai,https://doi.org/10.3389/frobt.2023.1236733,https://dblp.org/db/journals/firai/firai10.html#DietrichKW23
Privacy framework for context-aware robot development.,ROBOT;PRIVACY,Tanja Heuer; Ina Schiering; Reinhard Gerndt,2021,paladyn,https://doi.org/10.1515/pjbr-2021-0032,https://dblp.org/db/journals/paladyn/paladyn12.html#HeuerSG21
User expectations of privacy in robot assisted therapy.,ROBOT;PRIVACY,Zachary Henkel; Kenna Baugus; Cindy L. Bethel; David C. May,2019,paladyn,https://doi.org/10.1515/pjbr-2019-0010,https://dblp.org/db/journals/paladyn/paladyn10.html#HenkelBBM19
Toward privacy-sensitive human-robot interaction: Privacy terms and human-data interaction in the personal robot era.,ROBOT;PRIVACY,Anna P. Chatzimichali; Ross Harrison; Dimitrios Chrysostomou,2021,paladyn,https://doi.org/10.1515/pjbr-2021-0013,https://dblp.org/db/journals/paladyn/paladyn12.html#ChatzimichaliHC20
Enabling Decentralized Privacy Preserving Data Processing in Sensor Networks.,ROBOT;PRIVACY,Niki Hrovatin,2024,informaticaSI,https://doi.org/10.31449/inf.v48i1.5739,https://dblp.org/db/journals/informaticaSI/informaticaSI48.html#Hrovatin24
Privacy-Preserving Wireless Sensor Networks for E-Healthcare Applications.,ROBOT;PRIVACY,Amani K. Samha; Ghalib H. Alshammri; Niroj Kumar Pani; Yogesh Misra; Venkata Ratnam Kolluru,2025,ijcis,https://doi.org/10.1142/S0218843024500060,https://dblp.org/db/journals/ijcis/ijcis34.html#SamhaAPMK25
Privacy and utility preserving sensor-data transformations.,ROBOT;PRIVACY,Mohammad Malekzadeh; Richard G. Clegg; Andrea Cavallaro; Hamed Haddadi,2020,percom,https://doi.org/10.1016/j.pmcj.2020.101132,https://dblp.org/db/journals/percom/percom63.html#MalekzadehCCH20
On protecting end-to-end location privacy against local eavesdropper in Wireless Sensor Networks.,ROBOT;PRIVACY,Honglong Chen; Wei Lou,2015,percom,https://doi.org/10.1016/j.pmcj.2014.01.006,https://dblp.org/db/journals/percom/percom16.html#ChenL15
Using data mules to preserve source location privacy in Wireless Sensor Networks.,ROBOT;PRIVACY,Mayank Raj; Na Li 0008; Donggang Liu; Matthew K. Wright; Sajal K. Das 0001,2014,percom,https://doi.org/10.1016/j.pmcj.2012.10.002,https://dblp.org/db/journals/percom/percom11.html#RajLLWD14
"""I still need my privacy"": Exploring the level of comfort and privacy preferences of German-speaking older adults in the case of mobile assistant robots.",ROBOT;PRIVACY,Delphine Reinhardt; Monisha Khurana; Luca Hern,2021,percom,https://doi.org/10.1016/j.pmcj.2021.101397,https://dblp.org/db/journals/percom/percom74.html#ReinhardtKA21
Balancing behavioral privacy and information utility in sensory data flows.,ROBOT;PRIVACY,Supriyo Chakraborty; Zainul Charbiwala; Haksoo Choi; Kasturi Rangan Raghavan; Mani B. Srivastava,2012,percom,https://doi.org/10.1016/j.pmcj.2012.03.002,https://dblp.org/db/journals/percom/percom8.html#ChakrabortyCCRS12
Privacy-preserving scheme of distributed sensor networks with dynamic code.,ROBOT;PRIVACY,Peipei Chen; Yun Liu 0015; Wen Yang 0002,2024,itl,https://doi.org/10.1002/itl2.414,https://dblp.org/db/journals/itl/itl7.html#ChenLY24
Editorial: Privacy-preserving deep heterogeneous view perception for data learning in neurorobotics volume II.,ROBOT;ROBOT;PRIVACY,Peng Li,2023,finr,https://doi.org/10.3389/fnbot.2023.1151609,https://dblp.org/db/journals/finr/finr17.html#Li23a
Robot location privacy protection based on Q-learning particle swarm optimization algorithm in mobile crowdsensing.,ROBOT;PRIVACY,Dandan Ma; Dequan Kong; Xiaowei Chen; Lingyu Zhang; Mingrun Yuan,2022,finr,https://doi.org/10.3389/fnbot.2022.981390,https://dblp.org/db/journals/finr/finr16.html#MaKCZY22
Privacy-Aware Traffic Flow Prediction Based on Multi-Party Sensor Data with Zero Trust in Smart City.,ROBOT;PRIVACY,Fan Wang 0020; Guangshun Li; Yilei Wang; Wajid Rafique; Mohammad Reza Khosravi; Guanfeng Liu 0001; Yuwen Liu; Lianyong Qi,2023,toit,https://doi.org/10.1145/3511904,https://dblp.org/db/journals/toit/toit23.html#WangLWRKLLQ23
Comparative legal study on privacy and personal data protection for robots equipped with artificial intelligence: looking at functional and technological aspects.,ROBOT;PRIVACY,Kaori Ishii,2019,ais,https://doi.org/10.1007/s00146-017-0758-8,https://dblp.org/db/journals/ais/ais34.html#Ishii19
Bringing older people's perspectives on consumer socially assistive robots into debates about the future of privacy protection and AI governance.,ROBOT;PRIVACY,Andrea Slane; Isabel Pedersen,2025,ais,https://doi.org/10.1007/s00146-024-01894-3,https://dblp.org/db/journals/ais/ais40.html#SlaneP25
Privacy-Preserving Data Communication Through Secure Multi-Party Computation in Healthcare Sensor Cloud.,ROBOT;PRIVACY,Raylin Tso; Abdulhameed Alelaiwi; Sk. Md. Mizanur Rahman; Mu-En Wu; M. Shamim Hossain,2017,vlsisp,https://doi.org/10.1007/s11265-016-1198-2,https://dblp.org/db/journals/vlsisp/vlsisp89.html#TsoARWH17
A New Privacy Scheme for Providing Anonymity Techniques on Sensor Network.,ROBOT;PRIVACY,Jeong-Hyo Park; Yong-Hoon Jung; Kwang-Hyung Lee; Moon-Seog Jun,2011,smartcr,https://doi.org/10.6029/smartcr.2011.01.004,https://dblp.org/db/journals/smartcr/smartcr1.html#ParkJLJ11
Mitigation of Compromising Privacy by Transmission Range Control in Wireless Sensor Networks.,ROBOT;PRIVACY,B; M. Mikail Ozciloglu; Kemal Bicakci,2010,icl,https://doi.org/10.1109/LCOMM.2010.101210.100731,https://dblp.org/db/journals/icl/icl14.html#TavliOB10
An Efficient Privacy Preserving Data Aggregation Scheme with Constant Communication Overheads for Wireless Sensor Networks.,ROBOT;PRIVACY,Piyi Yang; Zhenfu Cao; Xiaolei Dong; Tanveer A. Zia,2011,icl,https://doi.org/10.1109/LCOMM.2011.092911.111598,https://dblp.org/db/journals/icl/icl15.html#YangCDZ11
"""Yes, It's Cute, But How Can I Be Sure It's Safe or Not?"" Investigating the Intention to Use Service Robots in the Context of Privacy Calculus.",ROBOT;PRIVACY,Mira; Tuba B; Yakup Durmaz,2024,ijhci,https://doi.org/10.1080/10447318.2023.2254617,https://dblp.org/db/journals/ijhci/ijhci40.html#BaserBD24
Verbal anthropomorphism design of social robots: Investigating users' privacy perception.,ROBOT;PRIVACY,Hanna Chung; Hyunmin Kang; Soojin Jun,2023,chb,https://doi.org/10.1016/j.chb.2022.107640,https://dblp.org/db/journals/chb/chb142.html#ChungKJ23
Enhanced Source Location Privacy Based on Random Perturbations for Wireless Sensor Networks.,ROBOT;PRIVACY,Uthaiwan Srimongkolpitak; Yi Yang; Hang Liu,2014,ijsi,http://www.ijsi.org/ch/reader/view_abstract.aspx?file_no=i188,https://dblp.org/db/journals/ijsi/ijsi8.html#Srimongkolpitak14
Energy-efficient time and energy resource allocation in non-selfish symbiotic cognitive relaying sensor network with privacy preserving for smart city.,ROBOT;PRIVACY,Ping Li 0028; Yu Liu; Xiang Gao 0018; Huibo Li; Peng Gong 0001,2021,ejwcn,https://doi.org/10.1186/s13638-021-01903-9,https://dblp.org/db/journals/ejwcn/ejwcn2021.html#LiLGLG21
A time-efficient data offloading method with privacy preservation for intelligent sensors in edge computing.,ROBOT;PRIVACY,Zhanyang Xu; Xihua Liu; Gaoxing Jiang; Bowei Tang,2019,ejwcn,https://doi.org/10.1186/s13638-019-1560-8,https://dblp.org/db/journals/ejwcn/ejwcn2019.html#XuLJT19
A secure and privacy-preserving authentication protocol for wireless sensor networks in smart city.,ROBOT;PRIVACY,Qi Xie; Keheng Li; Xiao Tan 0003; Lidong Han; Wen Tang; Bin Hu,2021,ejwcn,https://doi.org/10.1186/s13638-021-02000-7,https://dblp.org/db/journals/ejwcn/ejwcn2021.html#XieLTHTH21
Privacy-preserving Data Aggregation Scheme Based on the P-Function Set in Wireless Sensor Networks.,ROBOT;PRIVACY,Weini Zeng; Yaping Lin; Jianping Yu; Shiming He; Lei Wang 0017,2014,ahswn,http://www.oldcitypublishing.com/journals/ahswn-home/ahswn-issue-contents/ahswn-volume-21-number-1-2-2014/ahswn-21-1-2-p-21-58/,https://dblp.org/db/journals/ahswn/ahswn21.html#ZengLYHW14
Differentially Private Location Privacy Preservation in Wireless Sensor Networks.,ROBOT;PRIVACY,Bodhi Chakraborty; Shekhar Verma; Krishna Pratap Singh,2019,wpc,https://doi.org/10.1007/s11277-018-6026-5,https://dblp.org/db/journals/wpc/wpc104.html#ChakrabortyVS19
Privacy-Preserving and Energy-Efficient Continuous Data Aggregation Algorithm in Wireless Sensor Networks.,ROBOT;PRIVACY,Taochun Wang; Xiaolin Qin; Youwei Ding; Liang Liu 0006; Yonglong Luo,2018,wpc,https://doi.org/10.1007/s11277-017-4889-5,https://dblp.org/db/journals/wpc/wpc98.html#WangQDLL18
An Improved Pillar K-Means Based Protocol for Privacy-Preserving Location Monitoring in Wireless Sensor Network.,ROBOT;PRIVACY,S. M. Soumyasri; Rajkiran Ballal,2018,wpc,https://doi.org/10.1007/s11277-018-5733-2,https://dblp.org/db/journals/wpc/wpc101.html#SoumyasriB18
Privacy Provisioning in Wireless Sensor Networks.,ROBOT;PRIVACY,Manjusha Pandey; Shekhar Verma,2014,wpc,https://doi.org/10.1007/s11277-013-1411-6,https://dblp.org/db/journals/wpc/wpc75.html#PandeyV14
Blockchain for the IoT: Privacy-Preserving Protection of Sensor Data.,ROBOT;PRIVACY,Mathieu Chanson; Andreas Bogner; Dominik Bilgeri; Elgar Fleisch; Felix Wortmann,2019,jais,https://aisel.aisnet.org/jais/vol20/iss9/10,https://dblp.org/db/journals/jais/jais20.html#ChansonBBFW19
Research on Location Privacy Protection Technology in Wireless Sensor Networks Based on Big Data.,ROBOT;PRIVACY,Hong Zhang; Pei Li,2023,jcsm,https://doi.org/10.13052/jcsm2245-1439.1262,https://dblp.org/db/journals/jcsm/jcsm12.html#ZhangL23a
A novel scheme for protecting receiver's location privacy in wireless sensor networks.,ROBOT;PRIVACY,Ying Jian; Shigang Chen; Zhan Zhang; Liang Zhang,2008,twc,https://doi.org/10.1109/T-WC.2008.070182,https://dblp.org/db/journals/twc/twc7.html#JianCZZ08
Accountable and Privacy-Enhanced Access Control in Wireless Sensor Networks.,ROBOT;PRIVACY,Daojing He; Sammy Chan; Mohsen Guizani,2015,twc,https://doi.org/10.1109/TWC.2014.2347311,https://dblp.org/db/journals/twc/twc14.html#HeCG15
Distributed Access Control with Privacy Support in Wireless Sensor Networks.,ROBOT;PRIVACY,Daojing He; Jiajun Bu; Sencun Zhu; Sammy Chan; Chun Chen 0001,2011,twc,https://doi.org/10.1109/TWC.2011.072511.102283,https://dblp.org/db/journals/twc/twc10.html#HeBZCC11
"Comments on ""Accountable and Privacy-Enhanced Access Control in Wireless Sensor Networks"".",ROBOT;PRIVACY,Jiannan Wei; Guomin Yang; Yi Mu 0001,2016,twc,https://doi.org/10.1109/TWC.2015.2507124,https://dblp.org/db/journals/twc/twc15.html#WeiYM16
A Cloud-Based Scheme for Protecting Source-Location Privacy against Hotspot-Locating Attack in Wireless Sensor Networks.,ROBOT;PRIVACY,Mohamed M. E. A. Mahmoud; Xuemin (Sherman) Shen,2012,tpds,https://doi.org/10.1109/TPDS.2011.302,https://dblp.org/db/journals/tpds/tpds23.html#MahmoudS12
Quantitative Measurement and Design of Source-Location Privacy Schemes for Wireless Sensor Networks.,ROBOT;PRIVACY,Yun Li 0011; Jian Ren 0001; Jie Wu 0001,2012,tpds,https://doi.org/10.1109/TPDS.2011.260,https://dblp.org/db/journals/tpds/tpds23.html#LiRW12
Distributed Privacy-Preserving Access Control in Sensor Networks.,ROBOT;PRIVACY,Rui Zhang 0007; Yanchao Zhang; Kui Ren 0001,2012,tpds,https://doi.org/10.1109/TPDS.2011.299,https://dblp.org/db/journals/tpds/tpds23.html#ZhangZR12
Hop-by-Hop Message Authenticationand Source Privacy in WirelessSensor Networks.,ROBOT;PRIVACY,Jian Li 0007; Yun Li 0011; Jian Ren 0001; Jie Wu 0001,2014,tpds,https://doi.org/10.1109/TPDS.2013.119,https://dblp.org/db/journals/tpds/tpds25.html#LiLRW14
Privacy-Preserving Deduplication of Sensor Compressed Data in Distributed Fog Computing.,ROBOT;PRIVACY,Chen Zhang; Yinbin Miao; Qingyuan Xie; Yu Guo 0003; Hongwei Du 0001; Xiaohua Jia,2022,tpds,https://doi.org/10.1109/TPDS.2022.3179992,https://dblp.org/db/journals/tpds/tpds33.html#ZhangMXGDJ22
A Spatial Source Location Privacy-aware Duty Cycle for Internet of Things Sensor Networks.,ROBOT;PRIVACY,Matthew Bradbury; Arshad Jhumka; Carsten Maple,2020,tiot,https://doi.org/10.1145/3430379,https://dblp.org/db/journals/tiot/tiot2.html#BradburyJM20
Privacy Preserving Secure Data Aggregation for Wireless Sensor Networks.,ROBOT;PRIVACY,Vivaksha J. Jariwala,2018,jcp,https://doi.org/10.17706/jcp.13.6.655-677,https://dblp.org/db/journals/jcp/jcp13.html#Jariwala18
Security and Privacy Issues in Wireless Sensor Networks for Healthcare Applications.,ROBOT;PRIVACY,Moshaddique Al Ameen; Jingwei Liu; Kyungsup Kwak,2012,jms,https://doi.org/10.1007/s10916-010-9449-4,https://dblp.org/db/journals/jms/jms36.html#AmeenLK12
A Lightweight Encryption Scheme Combined with Trust Management for Privacy-Preserving in Body Sensor Networks.,ROBOT;PRIVACY,Ping Guo; Jin Wang 0001; Sai Ji; Xue Hua Geng; Neal N. Xiong,2015,jms,https://doi.org/10.1007/s10916-015-0341-0,https://dblp.org/db/journals/jms/jms39.html#GuoWJGX15
Exploiting Context-Awareness to Enhance Source-Location Privacy in Wireless Sensor Networks.,ROBOT;PRIVACY,Ruben Rios; Javier L,2011,cj,https://doi.org/10.1093/comjnl/bxr055,https://dblp.org/db/journals/cj/cj54.html#RiosL11
Achieving Key Privacy and Invisibility for Unattended Wireless Sensor Networks in Healthcare.,ROBOT;PRIVACY,Faezeh Sadat Babamir; Ali Norouzi,2014,cj,https://doi.org/10.1093/comjnl/bxt046,https://dblp.org/db/journals/cj/cj57.html#BabamirN14
Recent Advances in Security and Privacy for Wireless Sensor Networks.,ROBOT;PRIVACY,Fei Yu 0001; Chin-Chen Chang 0001; Jian Shu 0002; Iftikhar Ahmad; Jun Zhang 0010; Jos,2015,js,https://doi.org/10.1155/2015/169305,https://dblp.org/db/journals/js/js2015.html#YuCSAZF15
Recent Advances in Security and Privacy for Wireless Sensor Networks 2016.,ROBOT;PRIVACY,Fei Yu 0001; Chin-Chen Chang 0001; Jian Shu 0002; Iftikhar Ahmad; Jun Zhang 0010; Jos,2017,js,https://doi.org/10.1155/2017/3057534,https://dblp.org/db/journals/js/js2017.html#YuCSAZF17
Supporting Business Privacy Protection in Wireless Sensor Networks.,ROBOT;PRIVACY,Nan Feng; Zhiqi Hao; Sibo Yang; Harris Wu,2016,js,https://doi.org/10.1155/2016/7638149,https://dblp.org/db/journals/js/js2016.html#FengHYW16
Random Secure Comparator Selection Based Privacy-Preserving MAX/MIN Query Processing in Two-Tiered Sensor Networks.,ROBOT;PRIVACY,Hua Dai 0003; Tianyi Wei; Yue Huang; Jia Xu; Geng Yang,2016,js,https://doi.org/10.1155/2016/6301404,https://dblp.org/db/journals/js/js2016.html#DaiWHXY16
Privacy Models in Wireless Sensor Networks: A Survey.,ROBOT;PRIVACY,Jos; Lorena Gonz; Omid Mirzaei,2016,js,https://doi.org/10.1155/2016/4082084,https://dblp.org/db/journals/js/js2016.html#FuentesGM16
"Privacy and Security in Wireless Sensor Networks: Protocols, Algorithms, and Efficient Architectures.",ROBOT;PRIVACY,Sergio Saponara; Agusti Solanas; Gildas Avoine; Bruno Neri,2013,jcnc,https://doi.org/10.1155/2013/528750,https://dblp.org/db/journals/jcnc/jcnc2013.html#SaponaraSAN13
Privacy preserving secure expansive aggregation with malicious node identification in linear wireless sensor networks.,ROBOT;PRIVACY,Kaushal A. Shah; Devesh Jinwala,2021,fcsc,https://doi.org/10.1007/s11704-021-9460-6,https://dblp.org/db/journals/fcsc/fcsc15.html#ShahJ21
An Efficient Source Location Privacy Protection Algorithm Based on Circular Trap for Wireless Sensor Networks.,ROBOT;PRIVACY,Yi-Ting Wang; Liang Liu 0006; Wenzhao Gao,2019,symmetry,https://doi.org/10.3390/sym11050632,https://dblp.org/db/journals/symmetry/symmetry11.html#WangLG19
Privacy-preserving image multi-classification deep learning model in robot system of industrial IoT.,ROBOT;PRIVACY,Yange Chen; Yuan Ping; Zhili Zhang; Baocang Wang; SuYu He,2021,nca,https://doi.org/10.1007/s00521-020-05426-0,https://dblp.org/db/journals/nca/nca33.html#ChenPZWH21
Protecting Source Location Privacy in a Clustered Wireless Sensor Networks against Local Eavesdroppers.,ROBOT;PRIVACY,Mamoun F. Al-Mistarihi; Islam M. Tanash; Fedaa S. Yaseen; Khalid A. Darabkh,2020,monet,https://doi.org/10.1007/s11036-018-1189-6,https://dblp.org/db/journals/monet/monet25.html#Al-MistarihiTYD20
NLDA non-linear regression model for preserving data privacy in wireless sensor networks.,ROBOT;PRIVACY,A. L. Sreenivasulu; P. Chenna Reddy,2020,dcan,https://doi.org/10.1016/j.dcan.2019.01.004,https://dblp.org/db/journals/dcan/dcan6.html#SreenivasuluR20
Secure Data Aggregation Using Authentication and Authorization for Privacy Preservation in Wireless Sensor Networks.,ROBOT;PRIVACY,Samuel Kofi Erskine,2024,sensors,https://doi.org/10.3390/s24072090,https://dblp.org/db/journals/sensors/sensors24.html#Erskine24
Binary Sensors-Based Privacy-Preserved Activity Recognition of Elderly Living Alone Using an RNN.,ROBOT;PRIVACY,Tan-Hsu Tan; Luubaatar Badarch; Wei-Xiang Zeng; Munkhjargal Gochoo; Fady S. Alnajjar; Jun-Wei Hsieh,2021,sensors,https://doi.org/10.3390/s21165371,https://dblp.org/db/journals/sensors/sensors21.html#TanBZGAH21
Strategic Location-Based Random Routing for Source Location Privacy in Wireless Sensor Networks.,ROBOT;PRIVACY,Lilian Charles Mutalemwa; Seokjoo Shin,2018,sensors,https://doi.org/10.3390/s18072291,https://dblp.org/db/journals/sensors/sensors18.html#MutalemwaS18
Privacy-Accuracy Consideration in Devices That Collect Sensor-Based Information.,ROBOT;PRIVACY,Lihi Dery; Artyom Jelnov,2021,sensors,https://doi.org/10.3390/s21144684,https://dblp.org/db/journals/sensors/sensors21.html#DeryJ21
Privacy-Preserving Data Aggregation Protocols for Wireless Sensor Networks: A Survey.,ROBOT;PRIVACY,Rabindra Bista; Jae-Woo Chang,2010,sensors,https://doi.org/10.3390/s100504577,https://dblp.org/db/journals/sensors/sensors10.html#BistaC10
Privacy-Aware Architectures for NFC and RFID Sensors in Healthcare Applications.,ROBOT;PRIVACY,Emanuele Raso; Giulio Maria Bianco; Lorenzo Bracciale; Gaetano Marrocco; Cecilia Occhiuzzi; Pierpaolo Loreti,2022,sensors,https://doi.org/10.3390/s22249692,https://dblp.org/db/journals/sensors/sensors22.html#RasoBBMOL22
An Enhanced Privacy-Preserving Authentication Scheme for Vehicle Sensor Networks.,ROBOT;PRIVACY,Yousheng Zhou; Xiaofeng Zhao; Yi Jiang; Fengjun Shang; Shaojiang Deng; Xiaojun Wang 0001,2017,sensors,https://doi.org/10.3390/s17122854,https://dblp.org/db/journals/sensors/sensors17.html#ZhouZJSDW17
Collusion-Aware Privacy-Preserving Range Query in Tiered Wireless Sensor Networks.,ROBOT;PRIVACY,Xiaoying Zhang; Lei Dong; Hui Peng 0002; Hong Chen 0001; Suyun Zhao; Cuiping Li 0001,2014,sensors,https://doi.org/10.3390/s141223905,https://dblp.org/db/journals/sensors/sensors14.html#ZhangDPCZL14
